,location,total_sqft,bath,price,bhk,price_per_sqft
2475,Green Glen Layout,1751.0,2.0,115.0,3,6567.6756139348945
2476,Green Glen Layout,1750.0,3.0,130.0,3,7428.571428571428
2477,Green Glen Layout,1530.0,3.0,105.0,3,6862.745098039216
2478,Green Glen Layout,1752.0,3.0,105.0,3,5993.1506849315065
2479,Green Glen Layout,1680.0,4.0,95.0,3,5654.761904761905
2480,Green Glen Layout,1728.0,3.0,125.0,3,7233.7962962962965
2481,Green Glen Layout,1645.0,3.0,110.0,3,6686.930091185411
2482,Green Glen Layout,1517.0,3.0,100.0,3,6591.957811470006
2483,Green Glen Layout,3150.0,4.0,218.0,4,6920.6349206349205
2485,Green Glen Layout,1750.0,3.0,120.0,3,6857.142857142857
2486,Green Glen Layout,1751.0,3.0,115.0,3,6567.6756139348945
2487,Green Glen Layout,1750.0,3.0,105.0,3,6000.0
2488,Green Glen Layout,1885.0,3.0,135.0,3,7161.803713527852
2489,Green Glen Layout,1715.0,3.0,120.0,3,6997.084548104956
2490,Green Glen Layout,1623.29,2.0,105.0,3,6468.345150897252
2491,Green Glen Layout,1715.0,3.0,115.0,3,6705.539358600583
2492,Green Glen Layout,1715.0,3.0,105.0,3,6122.448979591837
2493,Green Glen Layout,1600.0,3.0,105.0,3,6562.5
2494,Green Glen Layout,1717.0,3.0,125.0,3,7280.139778683751
2495,Green Glen Layout,1250.0,2.0,75.0,2,6000.0
2496,Green Glen Layout,1715.0,3.0,112.0,3,6530.6122448979595
2497,Gubbalala,1470.0,2.0,82.0,3,5578.231292517007
2498,Gubbalala,1745.0,3.0,104.0,3,5959.885386819485
2499,Gubbalala,1745.0,3.0,115.0,3,6590.25787965616
2500,Gubbalala,1745.0,3.0,110.0,3,6303.7249283667625
2501,Gubbalala,1650.0,3.0,71.0,3,4303.030303030303
2502,Gubbalala,2570.0,4.0,141.0,5,5486.381322957199
2503,Gubbalala,1205.0,2.0,70.0,2,5809.128630705394
2504,Gubbalala,1435.0,2.0,80.0,3,5574.912891986062
2505,Gubbalala,1475.0,2.0,80.0,2,5423.728813559322
2507,Gubbalala,1100.0,2.0,49.5,2,4500.0
2508,Gubbalala,1060.0,2.0,46.0,2,4339.622641509434
2509,Gubbalala,2000.0,3.0,125.0,3,6250.0
2511,Gunjur,1140.0,2.0,43.0,2,3771.9298245614036
2512,Gunjur,1356.0,2.0,66.0,3,4867.256637168141
2513,Gunjur,1600.0,3.0,75.0,3,4687.5
2514,Gunjur,2000.0,3.0,95.0,4,4750.0
2515,Gunjur,1140.0,2.0,49.11,2,4307.894736842105
2516,Gunjur,1195.0,2.0,44.0,2,3682.0083682008367
2517,Gunjur,1190.0,2.0,40.0,2,3361.344537815126
2518,Gunjur,1457.0,2.0,60.0,2,4118.050789293068
2519,Gunjur,1080.0,2.0,41.0,2,3796.296296296296
2522,Gunjur,1175.0,2.0,43.48,2,3700.425531914894
2523,Gunjur,1362.0,3.0,62.63,3,4598.384728340676
2524,Gunjur,1071.0,2.0,51.0,2,4761.9047619047615
2525,Gunjur,1063.0,2.0,40.0,2,3762.9350893697083
2526,Gunjur,1235.0,2.0,52.76,2,4272.064777327935
2527,Gunjur,1362.0,3.0,62.63,3,4598.384728340676
2528,Gunjur,1362.0,3.0,62.63,3,4598.384728340676
2529,Gunjur,1588.0,2.0,90.0,3,5667.506297229219
2530,Gunjur,1235.0,2.0,44.5,2,3603.2388663967613
2531,Gunjur,1457.0,2.0,60.0,2,4118.050789293068
2532,HAL 2nd Stage,1490.0,2.0,300.0,3,20134.228187919463
2533,HAL 2nd Stage,600.0,3.0,145.0,2,24166.666666666668
2534,HAL 2nd Stage,2700.0,3.0,500.0,3,18518.51851851852
2535,HAL 2nd Stage,2040.0,4.0,500.0,5,24509.803921568626
2536,HBR Layout,2800.0,2.0,200.0,3,7142.857142857143
2537,HBR Layout,1722.0,3.0,95.0,3,5516.8408826945415
2538,HBR Layout,1200.0,4.0,120.0,4,10000.0
2539,HBR Layout,1200.0,2.0,60.0,2,5000.0
2540,HBR Layout,1004.0,2.0,49.0,2,4880.478087649402
2541,HBR Layout,1783.0,3.0,125.0,3,7010.656197420079
2542,HBR Layout,1656.0,3.0,90.0,3,5434.782608695652
2543,HBR Layout,1089.0,2.0,60.0,2,5509.641873278237
2544,HBR Layout,1700.0,3.0,110.0,3,6470.588235294118
2545,HBR Layout,1198.0,2.0,65.0,2,5425.709515859767
2546,HBR Layout,1200.0,4.0,115.0,4,9583.333333333334
2547,HBR Layout,1200.0,2.0,120.0,2,10000.0
2548,HBR Layout,1832.0,3.0,160.0,3,8733.624454148472
2549,HRBR Layout,1374.0,2.0,95.0,2,6914.1193595342065
2550,HRBR Layout,1440.0,2.0,98.0,2,6805.555555555556
2552,HRBR Layout,2800.0,3.0,250.0,3,8928.57142857143
2553,HRBR Layout,1210.0,2.0,75.0,2,6198.347107438017
2554,HRBR Layout,1265.0,2.0,78.0,2,6166.00790513834
2555,HRBR Layout,1170.0,2.0,75.0,2,6410.25641025641
2557,HRBR Layout,1900.0,3.0,90.0,4,4736.8421052631575
2558,HRBR Layout,1625.0,3.0,120.0,3,7384.615384615385
2559,HRBR Layout,1301.0,2.0,120.0,2,9223.674096848577
2560,HRBR Layout,1145.0,2.0,68.5,2,5982.532751091703
2561,HRBR Layout,1300.0,2.0,90.0,2,6923.076923076923
2563,HSR Layout,1372.0,2.0,68.0,2,4956.268221574344
2565,HSR Layout,1475.0,3.0,75.0,3,5084.745762711865
2566,HSR Layout,1467.0,2.0,55.0,2,3749.147920927062
2567,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2568,HSR Layout,1372.0,2.0,61.0,2,4446.064139941691
2569,HSR Layout,1750.0,3.0,95.0,3,5428.571428571428
2571,HSR Layout,1027.0,2.0,44.0,2,4284.323271665044
2572,HSR Layout,1650.0,3.0,110.0,3,6666.666666666667
2573,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2574,HSR Layout,1372.0,2.0,61.0,2,4446.064139941691
2575,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2576,HSR Layout,1185.0,2.0,60.0,2,5063.291139240507
2577,HSR Layout,1127.0,2.0,68.0,2,6033.717834960071
2578,HSR Layout,1600.0,2.0,115.0,3,7187.5
2579,HSR Layout,1145.0,2.0,48.0,2,4192.139737991266
2580,HSR Layout,1009.0,2.0,56.0,2,5550.049554013875
2581,HSR Layout,1300.0,2.0,98.0,2,7538.461538461538
2583,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2584,HSR Layout,1126.0,2.0,69.0,2,6127.886323268206
2586,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2587,HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
2588,HSR Layout,1142.0,2.0,65.0,2,5691.768826619965
2589,HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
2590,HSR Layout,1844.0,3.0,95.0,3,5151.843817787419
2591,HSR Layout,1203.0,2.0,72.0,2,5985.037406483791
2592,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2593,HSR Layout,4200.0,5.0,245.0,5,5833.333333333333
2594,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2595,HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
2596,HSR Layout,1009.0,2.0,56.0,2,5550.049554013875
2597,HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
2598,HSR Layout,1100.0,2.0,44.0,2,4000.0
2599,HSR Layout,1203.0,2.0,60.0,2,4987.5311720698255
2600,HSR Layout,1120.0,2.0,70.0,2,6250.0
2601,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2602,HSR Layout,1289.0,2.0,70.0,2,5430.566330488751
2603,HSR Layout,1844.0,3.0,89.0,3,4826.46420824295
2604,HSR Layout,1203.0,2.0,60.0,2,4987.5311720698255
2605,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
2606,Haralur Road,1240.0,2.0,70.0,2,5645.1612903225805
2607,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2610,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2611,Haralur Road,1202.0,2.0,53.0,2,4409.317803660566
2612,Haralur Road,1056.0,2.0,61.0,2,5776.515151515152
2614,Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
2615,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2617,Haralur Road,1225.0,2.0,67.38,2,5500.408163265306
2618,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2619,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2620,Haralur Road,1920.0,3.0,115.0,3,5989.583333333333
2621,Haralur Road,1875.0,3.0,110.0,3,5866.666666666667
2622,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2623,Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
2624,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2625,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2626,Haralur Road,2017.0,3.0,125.0,3,6197.322756569162
2627,Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
2628,Haralur Road,1875.0,3.0,110.0,3,5866.666666666667
2629,Haralur Road,1092.0,2.0,44.0,2,4029.3040293040294
2630,Haralur Road,2475.0,4.0,130.0,3,5252.525252525253
2631,Haralur Road,1300.0,2.0,73.0,2,5615.384615384615
2632,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2633,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2634,Haralur Road,1850.0,3.0,110.0,3,5945.945945945946
2635,Haralur Road,1225.0,2.0,67.38,2,5500.408163265306
2636,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2637,Haralur Road,3400.0,5.0,240.0,4,7058.823529411765
2638,Haralur Road,1464.0,2.0,56.0,2,3825.136612021858
2639,Haralur Road,1230.0,2.0,78.0,2,6341.463414634146
2640,Haralur Road,1000.0,2.0,44.0,2,4400.0
2642,Haralur Road,1300.0,2.0,79.0,2,6076.923076923077
2643,Haralur Road,1444.0,2.0,80.0,3,5540.16620498615
2644,Haralur Road,1088.0,2.0,68.0,2,6250.0
2645,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2647,Haralur Road,1225.0,2.0,70.0,2,5714.285714285715
2649,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2650,Haralur Road,1830.0,3.0,101.0,3,5519.12568306011
2651,Haralur Road,1810.0,3.0,126.0,3,6961.325966850829
2652,Haralur Road,1464.0,2.0,56.0,2,3825.136612021858
2653,Haralur Road,1520.0,2.0,96.0,3,6315.789473684211
2654,Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
2655,Haralur Road,2017.0,2.0,125.0,3,6197.322756569162
2656,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2657,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2658,Haralur Road,2805.0,5.0,160.0,4,5704.0998217468805
2659,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2660,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2661,Haralur Road,2017.0,3.0,105.0,3,5205.751115518096
2662,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2663,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2664,Haralur Road,1520.0,2.0,90.0,3,5921.0526315789475
2665,Haralur Road,1300.0,2.0,60.0,2,4615.384615384615
2666,Haralur Road,1985.0,3.0,130.0,3,6549.11838790932
2667,Haralur Road,1255.0,2.0,90.0,3,7171.314741035857
2668,Haralur Road,1056.0,2.0,60.0,2,5681.818181818182
2669,Haralur Road,1140.0,2.0,42.0,2,3684.2105263157896
2670,Haralur Road,1245.0,2.0,62.0,2,4979.919678714859
2671,Haralur Road,1140.0,2.0,58.0,2,5087.7192982456145
2672,Haralur Road,1140.0,2.0,42.0,2,3684.2105263157896
2673,Haralur Road,1027.0,2.0,43.0,2,4186.952288218111
2674,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2675,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2676,Haralur Road,1560.0,3.0,90.0,3,5769.2307692307695
2677,Haralur Road,1520.0,2.0,85.0,3,5592.105263157895
2678,Haralur Road,1243.0,2.0,45.0,2,3620.2735317779566
2679,Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
2680,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2681,Haralur Road,1650.0,3.0,100.0,3,6060.606060606061
2682,Haralur Road,1580.0,3.0,73.0,3,4620.2531645569625
2683,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2684,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2686,Haralur Road,1520.0,2.0,96.0,3,6315.789473684211
2687,Haralur Road,1510.0,3.0,83.05,3,5500.0
2688,Haralur Road,1056.0,2.0,65.0,2,6155.30303030303
2689,Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
2690,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2691,Haralur Road,575.0,1.0,38.0,1,6608.695652173913
2692,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2693,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2694,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2695,Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
2696,Haralur Road,1850.0,3.0,120.0,3,6486.486486486487
2697,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2698,Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
2700,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2701,Haralur Road,1710.0,3.0,85.0,3,4970.7602339181285
2702,Haralur Road,1730.0,3.0,95.0,3,5491.329479768786
2703,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2704,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2705,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2706,Haralur Road,1817.0,3.0,110.0,3,6053.935057787562
2707,Haralur Road,1225.0,2.0,77.0,2,6285.714285714285
2708,Haralur Road,1285.0,2.0,78.0,2,6070.038910505837
2709,Haralur Road,1225.0,2.0,67.48,2,5508.571428571428
2710,Haralur Road,1225.0,2.0,69.84,2,5701.224489795918
2711,Haralur Road,1200.0,2.0,46.0,2,3833.3333333333335
2712,Haralur Road,1315.0,2.0,85.0,2,6463.878326996198
2713,Haralur Road,1976.0,3.0,92.0,3,4655.87044534413
2714,Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
2715,Haralur Road,1309.0,2.0,82.0,2,6264.323911382735
2716,Haralur Road,1027.0,1.0,44.0,2,4284.323271665044
2717,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2718,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2719,Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
2720,Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
2721,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2722,Haralur Road,1890.0,3.0,84.0,3,4444.444444444444
2723,Haralur Road,1230.0,2.0,67.65,2,5500.000000000001
2724,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2725,Haralur Road,1092.0,2.0,44.0,2,4029.3040293040294
2727,Haralur Road,1255.0,3.0,90.0,3,7171.314741035857
2728,Haralur Road,1735.0,3.0,97.0,3,5590.778097982709
2729,Haralur Road,1810.0,3.0,97.83,3,5404.972375690608
2730,Haralur Road,1200.0,2.0,46.0,2,3833.3333333333335
2731,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2732,Haralur Road,1810.0,3.0,112.0,3,6187.845303867403
2733,Harlur,1508.0,2.0,77.0,2,5106.100795755968
2734,Harlur,1752.12,3.0,135.0,3,7704.951715635916
2737,Harlur,1709.0,3.0,150.0,3,8777.062609713283
2738,Harlur,1174.0,2.0,69.0,2,5877.342419080068
2739,Harlur,1033.0,2.0,49.0,2,4743.465634075508
2740,Harlur,1197.0,2.0,84.0,2,7017.543859649123
2741,Harlur,1757.0,3.0,132.0,3,7512.805919180421
2742,Harlur,1174.0,2.0,76.0,2,6473.594548551959
2743,Harlur,1754.0,3.0,125.0,3,7126.567844925884
2744,Harlur,1290.0,2.0,85.0,2,6589.147286821705
2745,Harlur,1752.12,3.0,116.0,3,6620.551103805676
2746,Harlur,1754.0,3.0,135.0,3,7696.693272519954
2747,Harlur,1754.0,3.0,124.0,3,7069.555302166476
2748,Harlur,1152.0,2.0,69.0,2,5989.583333333333
2749,Harlur,1290.0,2.0,87.0,2,6744.186046511628
2750,Harlur,1749.0,3.0,115.0,3,6575.18582046884
2751,Harlur,3385.0,4.0,260.0,4,7680.945347119646
2753,Harlur,1758.0,3.0,133.0,3,7565.415244596132
2755,Harlur,1197.0,2.0,79.0,2,6599.832915622389
2756,Harlur,1174.0,2.0,78.0,2,6643.9522998296425
2759,Harlur,1200.0,2.0,52.0,2,4333.333333333333
2760,Harlur,1197.0,2.0,79.0,2,6599.832915622389
2761,Harlur,1749.0,3.0,112.0,3,6403.659233847913
2762,Harlur,1174.0,2.0,75.0,2,6388.415672913117
2763,Harlur,1750.0,3.0,136.0,3,7771.428571428572
2764,Harlur,1620.0,3.0,110.0,3,6790.123456790124
2767,Harlur,1762.0,3.0,133.0,3,7548.240635641317
2768,Harlur,1756.0,3.0,131.0,3,7460.136674259681
2769,Harlur,1755.0,3.0,130.0,3,7407.407407407408
2770,Harlur,1864.0,3.0,140.0,3,7510.729613733905
2771,Harlur,1331.0,2.0,88.0,2,6611.570247933884
2772,Harlur,1752.12,3.0,133.0,3,7590.80428281168
2773,Harlur,1133.0,2.0,55.0,2,4854.368932038835
2774,Harlur,1756.0,3.0,128.0,3,7289.293849658315
2775,Harlur,1749.0,3.0,120.0,3,6861.06346483705
2776,Harlur,1197.0,2.0,82.0,2,6850.459482038429
2777,Harlur,1303.0,2.0,90.0,2,6907.137375287797
2778,Harlur,1754.0,3.0,132.0,3,7525.655644241733
2779,Harlur,1174.0,2.0,75.0,2,6388.415672913117
2780,Harlur,1756.0,3.0,134.0,3,7630.979498861047
2781,Harlur,1197.0,2.0,78.0,2,6516.290726817043
2782,Harlur,1290.0,2.0,89.9,2,6968.992248062015
2783,Harlur,1386.0,2.0,85.0,2,6132.7561327561325
2784,Harlur,1174.0,2.0,74.0,2,6303.236797274276
2785,Harlur,1174.0,2.0,78.0,2,6643.9522998296425
2787,Harlur,1755.0,3.0,115.0,3,6552.706552706552
2789,Harlur,2569.0,4.0,175.0,4,6811.989100817439
2791,Harlur,1197.0,2.0,77.0,2,6432.748538011696
2792,Harlur,1752.12,3.0,125.0,3,7134.214551514737
2793,Harlur,2569.0,5.0,180.0,4,7006.617360840794
2794,Harlur,1225.0,2.0,56.0,2,4571.428571428572
2795,Harlur,1197.0,2.0,76.0,2,6349.206349206349
2797,Harlur,1197.0,2.0,75.0,2,6265.664160401003
2798,Harlur,1755.0,3.0,117.0,3,6666.666666666667
2799,Harlur,1197.0,2.0,79.9,2,6675.020885547202
2800,Harlur,936.0,2.0,45.0,2,4807.692307692308
2801,Harlur,2990.0,4.0,225.0,4,7525.083612040134
2802,Harlur,1370.0,2.0,88.0,2,6423.3576642335765
2803,Harlur,1335.0,2.0,72.76,2,5450.187265917603
2804,Hebbal,1760.0,2.0,123.0,3,6988.636363636364
2805,Hebbal,5611.5,4.0,477.0,4,8500.400962309543
2807,Hebbal,1349.0,2.0,98.2,2,7279.466271312083
2808,Hebbal,2483.0,5.0,212.0,4,8538.058799838904
2809,Hebbal,1760.0,2.0,130.0,3,7386.363636363636
2811,Hebbal,1920.0,3.0,134.0,3,6979.166666666667
2812,Hebbal,1337.0,2.0,82.0,2,6133.1338818249815
2813,Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
2816,Hebbal,1790.0,3.0,127.0,3,7094.972067039106
2817,Hebbal,687.325,2.0,42.72,2,6215.40028370858
2819,Hebbal,1985.0,4.0,189.0,3,9521.410579345089
2820,Hebbal,2483.0,5.0,215.0,4,8658.880386629078
2821,Hebbal,1080.0,2.0,54.0,2,5000.0
2822,Hebbal,812.0,2.0,55.0,2,6773.399014778325
2824,Hebbal,3067.0,4.0,230.0,4,7499.184871209651
2825,Hebbal,2526.0,2.0,250.0,3,9897.070467141726
2826,Hebbal,3067.0,4.0,230.0,4,7499.184871209651
2828,Hebbal,823.0,2.0,50.63,2,6151.883353584447
2829,Hebbal,1420.0,2.0,123.0,2,8661.971830985916
2831,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2832,Hebbal,4235.0,4.0,365.0,4,8618.654073199528
2833,Hebbal,1700.0,3.0,124.0,3,7294.117647058823
2834,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
2835,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2837,Hebbal,1440.0,2.0,115.0,2,7986.111111111111
2838,Hebbal,1100.0,2.0,54.0,2,4909.090909090909
2840,Hebbal,2400.0,4.0,180.0,3,7500.0
2842,Hebbal,1420.0,2.0,107.0,2,7535.211267605634
2843,Hebbal,1320.0,2.0,92.0,2,6969.69696969697
2844,Hebbal,919.0,2.0,49.0,2,5331.882480957563
2845,Hebbal,1645.0,3.0,135.0,3,8206.686930091186
2846,Hebbal,2080.0,3.0,175.0,3,8413.461538461539
2848,Hebbal,2483.0,5.0,230.0,4,9262.988320579943
2849,Hebbal,2600.0,3.0,195.0,3,7500.0
2850,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2851,Hebbal,1251.0,2.0,88.73,2,7092.725819344524
2852,Hebbal,1645.0,3.0,121.0,3,7355.623100303951
2853,Hebbal,1760.0,3.0,123.0,3,6988.636363636364
2855,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
2856,Hebbal,1645.0,3.0,120.0,3,7294.83282674772
2857,Hebbal,1255.0,2.0,90.0,3,7171.314741035857
2858,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2861,Hebbal,1636.0,3.0,119.0,3,7273.838630806846
2862,Hebbal,2661.0,2.0,226.5,3,8511.83765501691
2863,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2866,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2867,Hebbal,1088.0,2.0,61.45,2,5647.97794117647
2868,Hebbal,1349.0,2.0,97.8,2,7249.814677538918
2870,Hebbal,1344.0,2.0,108.0,2,8035.714285714285
2871,Hebbal,1255.0,2.0,90.0,3,7171.314741035857
2873,Hebbal,1138.0,2.0,110.0,2,9666.080843585238
2874,Hebbal,2790.0,5.0,204.0,4,7311.8279569892475
2875,Hebbal,1088.0,2.0,62.0,2,5698.529411764706
2876,Hebbal,1987.0,4.0,165.0,3,8303.975842979366
2878,Hebbal,1299.0,2.0,100.0,2,7698.229407236336
2879,Hebbal,1200.0,2.0,60.0,2,5000.0
2880,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2881,Hebbal,1390.0,2.0,95.0,2,6834.53237410072
2882,Hebbal,1333.0,2.0,100.0,2,7501.875468867217
2884,Hebbal,2650.0,4.0,199.0,3,7509.433962264151
2885,Hebbal,1800.0,3.0,140.0,3,7777.777777777777
2887,Hebbal,2470.0,4.0,203.0,4,8218.623481781377
2888,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2889,Hebbal,1333.0,2.0,104.0,2,7801.950487621905
2890,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2891,Hebbal,2600.0,3.0,199.0,3,7653.846153846154
2892,Hebbal,1345.0,2.0,97.0,2,7211.8959107806695
2894,Hebbal,985.0,2.0,62.0,2,6294.416243654822
2895,Hebbal,1320.0,2.0,91.0,2,6893.939393939394
2896,Hebbal,2388.0,3.0,195.0,3,8165.829145728643
2897,Hebbal,1040.0,2.0,55.0,2,5288.461538461538
2899,Hebbal,2600.0,3.0,195.0,3,7500.0
2900,Hebbal,2630.0,5.0,188.0,4,7148.28897338403
2902,Hebbal,1645.0,3.0,113.0,3,6869.300911854103
2904,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2907,Hebbal,1162.0,2.0,69.0,2,5938.037865748709
2908,Hebbal,1100.0,2.0,60.0,2,5454.545454545455
2909,Hebbal,4235.0,5.0,364.0,4,8595.04132231405
2910,Hebbal,1299.0,2.0,97.0,2,7467.282525019245
2912,Hebbal,2470.0,5.0,192.0,4,7773.27935222672
2913,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2914,Hebbal,1920.0,3.0,134.0,3,6979.166666666667
2916,Hebbal,1920.0,3.0,150.0,3,7812.5
2917,Hebbal,2375.0,4.0,189.0,4,7957.894736842105
2918,Hebbal,1420.0,2.0,99.26,2,6990.140845070423
2919,Hebbal,1252.0,2.0,92.0,2,7348.242811501597
2921,Hebbal,1162.0,2.0,59.0,2,5077.452667814114
2922,Hebbal,1294.0,2.0,115.0,2,8887.171561051005
2924,Hebbal,1150.0,2.0,57.0,2,4956.521739130435
2925,Hebbal,1740.0,2.0,137.0,3,7873.563218390805
2927,Hebbal,1662.0,3.0,155.0,3,9326.113116726836
2928,Hebbal,2250.0,3.0,219.0,3,9733.333333333334
2929,Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
2931,Hebbal,1349.0,2.0,96.8,2,7175.685693106005
2932,Hebbal Kempapura,1700.0,3.0,155.0,3,9117.64705882353
2933,Hebbal Kempapura,1800.0,3.0,175.0,3,9722.222222222223
2934,Hebbal Kempapura,2900.0,4.0,300.0,3,10344.827586206897
